particles,temperature,humidity,pressure,door_status,user_id,attack_status,timestamp
111,22.2,53.98,16.3,CLOSED,user_14,CYBER_ATTACK,2026-01-04T08:15:35.329594
139,20.12,32.48,19.12,CLOSED,user_10,NORMAL,2026-01-04T08:15:38.029212
57,21.51,46.08,16.27,OPEN,user_8,NORMAL,2026-01-04T08:15:40.338596
181,28.66,72.03,13.3,OPEN,user_3,NORMAL,2026-01-04T08:15:43.048606
358,19.24,78.77,11.69,CLOSED,user_6,NORMAL,2026-01-04T08:15:45.348893
450,25.97,77.95,17.32,OPEN,user_3,NORMAL,2026-01-04T08:15:48.056630
459,29.17,75.02,10.15,CLOSED,user_9,NORMAL,2026-01-04T08:15:50.361788
283,15.29,51.89,12.4,OPEN,user_8,NORMAL,2026-01-04T08:15:53.061460
490,21.9,64.22,9.82,CLOSED,user_1,NORMAL,2026-01-04T08:15:55.371946
2,18.86,51.1,13.74,OPEN,user_8,NORMAL,2026-01-04T08:15:58.071277
141,19.69,79.69,20.75,OPEN,user_12,NORMAL,2026-01-04T08:16:00.377603
158,17.11,55.49,22.42,CLOSED,user_9,NORMAL,2026-01-04T08:16:03.079680
10,26.03,59.45,6.21,CLOSED,user_11,NORMAL,2026-01-04T08:16:05.476143
126,24.7,44.92,16.24,CLOSED,user_15,NORMAL,2026-01-04T08:16:08.090334
467,25.54,72.34,19.19,CLOSED,user_1,NORMAL,2026-01-04T08:16:10.510790
293,19.39,68.74,17.15,OPEN,user_7,NORMAL,2026-01-04T08:16:13.093457
84,17.83,49.07,15.43,CLOSED,user_6,NORMAL,2026-01-04T08:16:15.690621
480,22.38,71.98,16.44,OPEN,user_3,NORMAL,2026-01-04T08:16:18.104252
294,17.15,73.6,7.62,CLOSED,user_4,NORMAL,2026-01-04T08:16:20.701147
236,19.29,34.82,13.97,OPEN,user_7,NORMAL,2026-01-04T08:16:23.123787
210,16.99,41.11,23.55,CLOSED,user_2,NORMAL,2026-01-04T08:16:25.709814
361,28.6,77.74,12.0,CLOSED,user_12,NORMAL,2026-01-04T08:16:28.129731
166,26.55,39.76,7.02,CLOSED,user_12,NORMAL,2026-01-04T08:16:30.713365
80,26.81,30.59,14.33,CLOSED,user_4,NORMAL,2026-01-04T08:16:33.141092
20,25.39,46.77,16.49,OPEN,user_3,NORMAL,2026-01-04T08:16:35.726054
335,21.96,54.01,16.09,CLOSED,user_3,NORMAL,2026-01-04T08:16:38.152476
408,18.52,42.26,18.92,CLOSED,user_2,NORMAL,2026-01-04T08:16:40.738050
487,22.36,61.83,9.66,CLOSED,user_15,NORMAL,2026-01-04T08:16:43.155558
151,22.75,63.73,13.24,CLOSED,user_9,NORMAL,2026-01-04T08:16:45.747370
357,22.53,71.08,11.3,CLOSED,user_15,NORMAL,2026-01-04T08:16:48.162536
427,22.28,79.95,24.79,CLOSED,user_15,NORMAL,2026-01-04T08:16:50.750862
101,28.11,53.23,7.95,OPEN,user_15,NORMAL,2026-01-04T08:16:53.166508
233,29.93,70.22,17.5,OPEN,user_7,NORMAL,2026-01-04T08:16:55.758487
46,17.79,55.91,14.47,CLOSED,user_1,NORMAL,2026-01-04T08:16:58.172938
285,19.11,35.02,7.49,CLOSED,user_5,NORMAL,2026-01-04T08:17:00.802606
154,29.08,41.28,6.36,CLOSED,user_3,NORMAL,2026-01-04T08:17:03.183719
495,19.86,37.85,11.48,CLOSED,user_2,NORMAL,2026-01-04T08:17:05.830837
449,20.16,45.15,5.14,CLOSED,user_8,NORMAL,2026-01-04T08:17:08.416767
44,29.91,63.36,19.57,CLOSED,user_6,NORMAL,2026-01-04T08:17:10.838203
211,18.05,62.5,15.86,OPEN,user_9,NORMAL,2026-01-04T08:17:13.423301
90,26.14,51.0,7.27,OPEN,user_6,NORMAL,2026-01-04T08:17:15.843529
185,19.2,51.38,16.81,CLOSED,user_5,NORMAL,2026-01-04T08:17:18.426289
412,22.58,74.86,21.3,OPEN,user_8,NORMAL,2026-01-04T08:17:20.853869
419,27.98,48.74,17.53,CLOSED,user_13,NORMAL,2026-01-04T08:17:23.429878
124,24.98,33.34,7.91,CLOSED,user_11,NORMAL,2026-01-04T08:17:25.859766
78,28.69,31.33,24.31,CLOSED,user_6,NORMAL,2026-01-04T08:17:28.432964
169,20.82,66.51,8.84,CLOSED,user_4,NORMAL,2026-01-04T08:17:30.862963
60,17.72,50.02,18.05,OPEN,user_2,NORMAL,2026-01-04T08:17:33.439884
319,28.23,39.21,24.78,CLOSED,user_3,NORMAL,2026-01-04T08:17:35.870406
334,19.32,63.33,15.78,CLOSED,user_8,NORMAL,2026-01-04T08:17:40.875375
41,18.76,51.83,23.36,OPEN,user_7,NORMAL,2026-01-04T08:17:45.883968
106,23.85,54.52,14.49,OPEN,user_15,NORMAL,2026-01-04T08:17:50.890532
485,29.16,68.21,9.62,CLOSED,user_7,CYBER_ATTACK,2026-01-04T08:17:55.893131
238,24.47,40.44,5.95,OPEN,user_2,NORMAL,2026-01-04T08:18:00.899599
397,16.82,40.23,21.19,CLOSED,user_9,NORMAL,2026-01-04T08:18:05.903323
258,15.49,61.53,11.58,CLOSED,user_6,NORMAL,2026-01-04T08:18:10.916993
326,17.2,30.86,23.85,CLOSED,user_5,CYBER_ATTACK,2026-01-04T08:18:15.925452
92,20.24,60.09,23.68,CLOSED,user_4,NORMAL,2026-01-04T08:18:20.935015
345,25.38,33.1,17.52,CLOSED,user_2,NORMAL,2026-01-04T08:18:25.939341
296,23.46,41.38,12.27,OPEN,user_9,NORMAL,2026-01-04T08:18:30.946858
129,23.28,33.81,21.41,OPEN,user_13,NORMAL,2026-01-04T08:18:35.950660
281,27.24,36.88,22.09,OPEN,user_4,NORMAL,2026-01-04T08:18:40.957331
307,17.22,37.17,22.03,OPEN,user_12,NORMAL,2026-01-04T08:18:45.965333
62,20.51,69.66,11.12,OPEN,user_14,NORMAL,2026-01-04T08:18:50.968776
341,23.35,78.04,24.63,OPEN,user_4,NORMAL,2026-01-04T08:18:55.975263
432,18.34,65.56,21.88,CLOSED,user_3,NORMAL,2026-01-04T08:19:00.989085
168,18.76,37.6,22.02,OPEN,user_15,NORMAL,2026-01-04T08:19:06.117329
170,24.53,46.97,7.25,CLOSED,user_8,NORMAL,2026-01-04T08:19:11.139519
332,27.14,55.9,19.19,OPEN,user_15,NORMAL,2026-01-04T08:19:17.821633
210,25.03,62.59,22.0,CLOSED,user_8,NORMAL,2026-01-04T08:19:22.828670
474,19.6,60.55,6.1,OPEN,user_8,NORMAL,2026-01-04T08:19:27.835654
384,23.79,75.89,7.63,OPEN,user_7,NORMAL,2026-01-04T08:19:32.869985
81,24.82,64.46,5.98,OPEN,user_5,NORMAL,2026-01-04T08:19:38.229342
90,27.06,75.94,11.63,OPEN,user_5,NORMAL,2026-01-04T08:19:43.249956
179,23.61,55.01,6.37,OPEN,user_3,NORMAL,2026-01-04T08:19:48.312884
431,20.37,37.62,22.33,CLOSED,user_4,CYBER_ATTACK,2026-01-04T08:19:53.353437
447,25.24,48.49,20.12,OPEN,user_1,NORMAL,2026-01-04T08:19:58.457883
470,28.58,34.13,14.98,OPEN,user_4,NORMAL,2026-01-04T08:20:03.462792
88,17.99,35.21,20.27,OPEN,user_5,NORMAL,2026-01-04T08:20:08.468326
25,23.39,49.92,23.37,OPEN,user_15,NORMAL,2026-01-04T08:20:13.477634
317,19.02,55.51,5.16,CLOSED,user_8,NORMAL,2026-01-04T08:20:18.486764
399,19.86,53.86,19.22,CLOSED,user_12,NORMAL,2026-01-04T08:20:23.494673
474,24.69,49.04,19.58,OPEN,user_11,NORMAL,2026-01-04T08:20:28.500626
124,28.78,55.73,13.51,CLOSED,user_5,NORMAL,2026-01-04T08:20:33.509089
212,26.83,36.72,12.87,OPEN,user_10,NORMAL,2026-01-04T08:20:38.518371
86,26.93,63.63,12.32,OPEN,user_6,NORMAL,2026-01-04T08:20:43.534592
473,23.75,78.15,16.16,CLOSED,user_8,CYBER_ATTACK,2026-01-04T08:20:48.612657
431,23.23,62.15,20.82,OPEN,user_13,NORMAL,2026-01-04T08:20:53.630461
455,15.68,45.73,20.59,CLOSED,user_9,NORMAL,2026-01-04T08:20:58.639094
58,29.57,67.92,15.54,CLOSED,user_9,NORMAL,2026-01-04T08:21:03.655121
312,18.61,58.66,5.98,OPEN,user_12,NORMAL,2026-01-04T08:21:08.660971
175,19.77,71.37,13.14,CLOSED,user_13,NORMAL,2026-01-04T08:21:13.682957
312,27.58,67.53,9.72,CLOSED,user_10,NORMAL,2026-01-04T08:21:18.714754
459,16.21,69.31,12.36,CLOSED,user_8,NORMAL,2026-01-04T08:21:23.740239
473,27.93,66.21,9.91,CLOSED,user_14,NORMAL,2026-01-04T08:21:28.756184
243,19.74,69.91,18.15,OPEN,user_14,NORMAL,2026-01-04T08:21:33.784257
57,28.3,64.8,14.12,OPEN,user_1,NORMAL,2026-01-04T08:21:38.802221
282,26.78,62.56,18.64,OPEN,user_3,NORMAL,2026-01-04T08:21:43.827719
103,25.62,35.77,23.67,OPEN,user_3,NORMAL,2026-01-04T08:21:48.909117
117,27.68,79.71,22.68,OPEN,user_7,NORMAL,2026-01-04T08:21:54.354786
85,25.15,44.86,6.7,CLOSED,user_9,NORMAL,2026-01-04T08:21:59.466029
43,25.69,58.65,18.75,OPEN,user_13,NORMAL,2026-01-04T08:22:04.777091
185,24.31,33.31,10.72,OPEN,user_2,NORMAL,2026-01-04T08:22:09.875876
148,29.44,78.18,6.31,OPEN,user_8,NORMAL,2026-01-04T08:22:15.052493
422,19.84,39.42,11.12,CLOSED,user_13,CYBER_ATTACK,2026-01-04T08:22:20.185488
383,17.63,77.15,10.99,OPEN,user_1,NORMAL,2026-01-04T08:22:25.398536
95,29.55,54.52,18.36,CLOSED,user_3,NORMAL,2026-01-04T08:22:30.543186
74,27.56,77.38,11.15,OPEN,user_9,NORMAL,2026-01-04T08:22:35.608965
145,15.41,55.06,22.86,OPEN,user_14,NORMAL,2026-01-04T08:22:40.969919
46,19.71,59.27,19.53,OPEN,user_5,NORMAL,2026-01-04T08:22:46.042235
178,18.94,70.73,16.22,CLOSED,user_13,NORMAL,2026-01-04T08:22:51.070056
124,28.49,77.24,7.73,OPEN,user_4,NORMAL,2026-01-04T08:22:56.086611
318,20.12,71.33,11.07,CLOSED,user_4,NORMAL,2026-01-04T08:23:01.275407
217,28.14,47.18,10.02,OPEN,user_7,NORMAL,2026-01-04T08:23:06.282041
213,27.92,42.95,5.07,CLOSED,user_15,NORMAL,2026-01-04T08:23:11.300838
150,18.47,69.08,19.99,OPEN,user_1,NORMAL,2026-01-04T08:23:16.339395
343,21.43,44.93,14.07,OPEN,user_1,NORMAL,2026-01-04T08:23:21.343170
72,26.49,39.78,12.12,CLOSED,user_8,NORMAL,2026-01-04T08:23:26.354990
153,17.33,76.75,7.57,CLOSED,user_11,NORMAL,2026-01-04T08:23:31.412817
328,26.23,74.19,24.61,OPEN,user_5,NORMAL,2026-01-04T08:23:36.758948
403,15.01,38.5,23.8,CLOSED,user_4,NORMAL,2026-01-04T08:23:42.016506
71,21.04,51.92,11.88,CLOSED,user_4,CYBER_ATTACK,2026-01-04T08:23:47.057001
96,19.95,50.89,5.09,CLOSED,user_2,NORMAL,2026-01-04T08:23:52.062844
196,25.4,48.21,6.63,CLOSED,user_11,NORMAL,2026-01-04T08:23:57.103210
377,20.45,31.75,6.03,CLOSED,user_9,NORMAL,2026-01-04T08:24:02.234048
11,18.28,36.33,15.84,CLOSED,user_2,NORMAL,2026-01-04T08:24:08.381098
314,21.7,33.1,23.94,OPEN,user_12,NORMAL,2026-01-04T08:24:14.633204
352,21.4,56.98,6.29,OPEN,user_12,NORMAL,2026-01-04T08:24:20.455448
228,19.41,65.78,7.07,OPEN,user_8,NORMAL,2026-01-04T08:24:25.700161
311,19.03,40.38,24.94,OPEN,user_11,NORMAL,2026-01-04T08:24:31.163302
117,22.13,44.68,24.15,OPEN,user_15,NORMAL,2026-01-04T08:24:36.392045
42,26.35,61.9,12.04,OPEN,user_14,NORMAL,2026-01-04T08:24:41.648448
341,26.35,31.49,9.6,OPEN,user_7,CYBER_ATTACK,2026-01-04T08:24:47.113752
199,29.39,67.35,8.67,OPEN,user_6,NORMAL,2026-01-04T08:24:52.406021
498,27.53,67.18,7.19,OPEN,user_11,NORMAL,2026-01-04T08:24:57.606910
158,21.8,69.71,19.0,OPEN,user_13,NORMAL,2026-01-04T08:25:03.934757
165,19.7,69.02,21.73,CLOSED,user_2,NORMAL,2026-01-04T08:25:10.830405
76,18.92,51.85,17.87,OPEN,user_3,NORMAL,2026-01-04T08:25:17.591743
253,18.9,56.02,13.32,OPEN,user_9,NORMAL,2026-01-04T08:25:22.715930
169,22.49,54.42,15.77,CLOSED,user_4,NORMAL,2026-01-04T08:25:27.877460
455,20.34,71.45,24.32,CLOSED,user_12,NORMAL,2026-01-04T08:25:32.889979
157,23.72,52.61,11.0,OPEN,user_9,CYBER_ATTACK,2026-01-04T08:25:37.912441
280,22.64,67.73,12.97,CLOSED,user_14,NORMAL,2026-01-04T08:25:42.928531
366,16.46,52.78,7.81,CLOSED,user_1,NORMAL,2026-01-04T08:25:48.066426
434,22.27,78.03,24.37,CLOSED,user_10,NORMAL,2026-01-04T08:25:53.587144
377,18.81,48.88,6.97,OPEN,user_12,NORMAL,2026-01-04T08:25:58.592226
429,24.37,76.04,7.01,OPEN,user_8,NORMAL,2026-01-04T08:26:03.602718
120,18.49,31.27,11.29,CLOSED,user_7,CYBER_ATTACK,2026-01-04T08:26:08.648681
421,24.96,42.39,12.44,OPEN,user_8,NORMAL,2026-01-04T08:26:13.871940
119,20.07,56.87,10.73,OPEN,user_7,NORMAL,2026-01-04T08:26:18.875358
237,17.08,37.45,19.34,CLOSED,user_5,NORMAL,2026-01-04T08:26:23.885394
215,15.78,66.62,18.29,OPEN,user_2,NORMAL,2026-01-04T08:26:28.897527
226,19.95,64.13,8.71,CLOSED,user_12,NORMAL,2026-01-04T08:26:33.923463
464,29.9,50.93,12.58,OPEN,user_3,NORMAL,2026-01-04T08:26:38.957697
115,27.53,34.82,21.33,CLOSED,user_5,NORMAL,2026-01-04T08:26:44.237054
66,21.57,48.72,22.45,CLOSED,user_8,NORMAL,2026-01-04T08:26:49.249666
132,15.02,34.19,17.42,CLOSED,user_12,NORMAL,2026-01-04T08:26:54.258781
63,26.32,78.3,6.27,OPEN,user_5,NORMAL,2026-01-04T08:26:59.263798
280,19.42,73.61,13.41,OPEN,user_13,NORMAL,2026-01-04T08:27:04.277513
394,15.63,56.4,22.77,OPEN,user_6,NORMAL,2026-01-04T08:27:09.288401
370,23.51,75.32,7.3,OPEN,user_10,NORMAL,2026-01-04T08:27:14.311385
255,16.14,43.28,19.57,CLOSED,user_2,NORMAL,2026-01-04T08:27:19.348337
36,20.93,44.07,20.75,OPEN,user_13,NORMAL,2026-01-04T08:27:24.353914
245,29.34,58.15,9.31,CLOSED,user_1,NORMAL,2026-01-04T08:27:29.364987
132,29.11,50.24,12.06,CLOSED,user_15,NORMAL,2026-01-04T08:27:34.444829
86,18.65,63.15,9.45,CLOSED,user_1,NORMAL,2026-01-04T08:27:39.647877
130,25.21,59.71,19.17,CLOSED,user_15,NORMAL,2026-01-04T08:27:44.653896
245,26.79,38.69,8.85,OPEN,user_14,NORMAL,2026-01-04T08:27:49.749544
423,24.85,71.11,9.92,CLOSED,user_8,NORMAL,2026-01-04T08:27:55.177754
491,15.01,69.94,8.72,CLOSED,user_8,NORMAL,2026-01-04T08:28:00.270269
362,16.35,41.07,15.02,OPEN,user_15,NORMAL,2026-01-04T08:28:05.447053
392,19.35,58.88,22.05,CLOSED,user_10,NORMAL,2026-01-04T08:28:10.469364
176,20.8,55.17,22.89,OPEN,user_10,NORMAL,2026-01-04T08:28:15.555964
23,19.08,78.79,8.32,CLOSED,user_4,NORMAL,2026-01-04T08:28:20.741296
10,18.27,38.22,12.02,OPEN,user_4,NORMAL,2026-01-04T08:28:26.651787
33,18.05,41.17,10.19,OPEN,user_3,NORMAL,2026-01-04T08:28:31.913651
177,29.72,69.05,15.77,OPEN,user_15,NORMAL,2026-01-04T08:28:37.106727
385,20.69,76.61,10.02,OPEN,user_8,CYBER_ATTACK,2026-01-04T08:28:42.183382
461,24.77,61.77,23.54,CLOSED,user_6,NORMAL,2026-01-04T08:28:47.248198
354,15.27,58.64,21.73,CLOSED,user_3,NORMAL,2026-01-04T08:28:52.340176
159,15.82,68.77,15.66,CLOSED,user_10,NORMAL,2026-01-04T08:28:57.776817
485,21.95,46.65,22.69,OPEN,user_8,NORMAL,2026-01-04T08:29:03.035650
289,20.77,67.4,23.58,CLOSED,user_8,NORMAL,2026-01-04T08:29:08.831480
289,29.54,72.74,10.86,CLOSED,user_4,NORMAL,2026-01-04T08:29:14.243230
465,21.71,47.24,6.09,CLOSED,user_8,NORMAL,2026-01-04T08:29:19.333104
239,27.03,46.33,17.37,OPEN,user_4,NORMAL,2026-01-04T08:29:24.382306
497,24.98,65.63,11.28,CLOSED,user_4,NORMAL,2026-01-04T08:29:29.516480
2,20.77,64.09,24.9,CLOSED,user_4,NORMAL,2026-01-04T08:29:34.578219
404,24.75,38.93,7.11,OPEN,user_14,NORMAL,2026-01-04T08:29:39.655305
7,29.87,40.7,7.64,CLOSED,user_3,CYBER_ATTACK,2026-01-04T08:29:44.771286
244,25.28,72.01,14.57,OPEN,user_10,NORMAL,2026-01-04T08:29:50.098974
455,26.62,77.68,14.37,OPEN,user_15,CYBER_ATTACK,2026-01-04T08:29:55.740762
308,17.49,32.97,13.76,CLOSED,user_10,NORMAL,2026-01-04T08:30:01.333354
74,17.33,50.54,7.13,CLOSED,user_10,NORMAL,2026-01-04T08:30:06.479433
69,29.26,59.63,8.34,OPEN,user_10,NORMAL,2026-01-04T08:30:11.631813
133,23.82,51.93,16.33,OPEN,user_13,NORMAL,2026-01-04T08:30:17.558917
232,23.74,70.22,15.05,CLOSED,user_11,NORMAL,2026-01-04T08:30:22.900882
81,22.83,54.84,21.56,CLOSED,user_5,NORMAL,2026-01-04T08:30:28.315547
451,25.38,71.49,21.47,OPEN,user_2,NORMAL,2026-01-04T08:30:33.696280
21,25.36,46.39,22.74,OPEN,user_15,NORMAL,2026-01-04T08:30:38.814630
163,16.62,33.58,20.97,OPEN,user_9,NORMAL,2026-01-04T08:30:43.841583
209,21.23,46.02,20.92,OPEN,user_13,NORMAL,2026-01-04T08:30:48.847542
453,24.29,66.49,18.99,CLOSED,user_1,NORMAL,2026-01-04T08:30:53.852850
381,18.32,30.52,16.01,OPEN,user_3,NORMAL,2026-01-04T08:30:58.868224
253,28.73,56.14,15.75,OPEN,user_12,NORMAL,2026-01-04T08:31:03.882123
399,19.07,68.5,17.78,CLOSED,user_10,NORMAL,2026-01-04T08:31:08.889207
176,15.2,72.72,13.77,CLOSED,user_1,NORMAL,2026-01-04T08:31:14.279716
334,23.81,72.36,11.2,CLOSED,user_9,NORMAL,2026-01-04T08:31:19.285915
80,16.18,33.01,9.59,CLOSED,user_7,NORMAL,2026-01-04T08:31:24.291712
432,18.5,31.5,23.53,OPEN,user_5,NORMAL,2026-01-04T08:31:29.301794
334,15.49,64.87,11.61,OPEN,user_11,NORMAL,2026-01-04T08:31:34.344293
181,23.64,69.27,16.74,CLOSED,user_12,NORMAL,2026-01-04T08:31:39.359119
413,15.35,36.9,23.63,CLOSED,user_14,NORMAL,2026-01-04T08:31:44.384112
74,26.62,39.69,9.59,CLOSED,user_4,NORMAL,2026-01-04T08:31:49.409190
340,22.56,38.88,21.31,OPEN,user_10,CYBER_ATTACK,2026-01-04T08:31:54.417435
377,25.89,33.37,17.84,CLOSED,user_15,NORMAL,2026-01-04T08:31:59.436045
114,24.36,43.92,13.85,OPEN,user_4,NORMAL,2026-01-04T08:32:04.463316
143,20.45,73.83,9.77,CLOSED,user_9,NORMAL,2026-01-04T08:32:09.469912
169,16.04,78.54,13.98,CLOSED,user_4,NORMAL,2026-01-04T08:32:14.515150
334,22.08,62.43,20.52,CLOSED,user_7,NORMAL,2026-01-04T08:32:20.178658
177,29.44,77.55,9.73,CLOSED,user_11,NORMAL,2026-01-04T08:32:25.590121
81,15.24,46.11,10.72,CLOSED,user_13,NORMAL,2026-01-04T08:32:30.596755
326,22.66,72.06,7.17,CLOSED,user_3,NORMAL,2026-01-04T08:32:35.600005
307,23.8,42.68,18.81,OPEN,user_14,NORMAL,2026-01-04T08:32:40.604321
445,20.97,65.2,5.26,CLOSED,user_4,NORMAL,2026-01-04T08:32:45.606772
463,21.06,52.99,14.24,CLOSED,user_11,NORMAL,2026-01-04T08:32:50.613200
46,21.32,55.83,9.2,OPEN,user_1,NORMAL,2026-01-04T08:32:55.617258
262,29.1,31.25,21.17,OPEN,user_12,NORMAL,2026-01-04T08:33:00.653989
38,25.89,45.59,23.7,CLOSED,user_7,NORMAL,2026-01-04T08:33:05.850266
366,17.77,37.54,12.33,CLOSED,user_1,NORMAL,2026-01-04T08:33:10.938147
364,23.05,46.52,19.2,OPEN,user_9,NORMAL,2026-01-04T08:33:16.061232
315,27.06,41.69,23.18,CLOSED,user_2,NORMAL,2026-01-04T08:33:21.264364
454,21.44,37.75,19.57,OPEN,user_1,NORMAL,2026-01-04T08:33:26.277078
198,28.42,40.76,6.88,CLOSED,user_10,NORMAL,2026-01-04T08:33:31.285363
161,27.48,76.64,15.63,OPEN,user_5,NORMAL,2026-01-04T08:33:36.296822
91,29.43,78.75,21.15,CLOSED,user_5,NORMAL,2026-01-04T08:33:41.303381
133,15.0,35.67,19.11,OPEN,user_13,NORMAL,2026-01-04T08:33:46.306208
313,22.26,68.41,8.91,OPEN,user_5,NORMAL,2026-01-04T08:33:51.312157
282,27.69,46.34,5.7,OPEN,user_13,NORMAL,2026-01-04T08:33:56.315054
19,22.21,70.75,8.16,CLOSED,user_3,NORMAL,2026-01-04T08:34:01.317916
22,19.03,70.68,11.58,OPEN,user_2,NORMAL,2026-01-04T08:34:06.503739
115,19.99,54.29,8.51,OPEN,user_7,NORMAL,2026-01-04T08:34:11.520571
425,20.78,68.84,13.49,CLOSED,user_14,NORMAL,2026-01-04T08:34:16.535540
367,21.48,47.68,17.67,OPEN,user_2,NORMAL,2026-01-04T08:34:21.543239
195,20.55,42.31,15.3,CLOSED,user_5,NORMAL,2026-01-04T08:34:26.560825
105,21.89,38.58,21.01,OPEN,user_5,NORMAL,2026-01-04T08:34:31.566729
466,15.49,58.15,24.62,CLOSED,user_6,NORMAL,2026-01-04T08:34:36.571961
362,21.85,49.44,14.99,OPEN,user_13,NORMAL,2026-01-04T08:34:41.577026
305,24.12,48.2,9.68,CLOSED,user_2,NORMAL,2026-01-04T08:34:46.582952
351,26.92,62.73,7.94,OPEN,user_5,NORMAL,2026-01-04T08:34:51.587888
483,25.0,57.71,9.3,CLOSED,user_11,NORMAL,2026-01-04T08:34:56.595371
313,28.54,73.45,15.0,CLOSED,user_2,NORMAL,2026-01-04T08:35:01.600872
428,25.31,51.84,6.9,OPEN,user_6,NORMAL,2026-01-04T08:35:06.609827
131,28.98,78.36,9.76,CLOSED,user_14,NORMAL,2026-01-04T08:35:12.034789
245,18.66,31.48,13.93,CLOSED,user_8,NORMAL,2026-01-04T08:35:18.502236
185,17.88,40.02,8.97,CLOSED,user_7,NORMAL,2026-01-04T08:35:23.623828
498,16.04,41.66,7.97,CLOSED,user_10,NORMAL,2026-01-04T08:35:28.820118
55,21.85,44.7,22.72,OPEN,user_3,NORMAL,2026-01-04T08:35:34.333600
221,25.58,42.28,15.36,OPEN,user_7,NORMAL,2026-01-04T08:35:39.464350
204,25.85,48.81,14.26,OPEN,user_3,NORMAL,2026-01-04T08:35:44.468670
359,21.39,60.08,18.3,CLOSED,user_9,NORMAL,2026-01-04T08:35:49.474506
200,16.5,37.27,21.62,CLOSED,user_11,NORMAL,2026-01-04T08:35:54.482303
106,28.8,60.49,19.69,OPEN,user_9,NORMAL,2026-01-04T08:35:59.488662
471,28.38,77.44,15.35,OPEN,user_2,NORMAL,2026-01-04T08:36:04.492455
25,29.47,37.83,5.91,OPEN,user_9,NORMAL,2026-01-04T08:36:09.835300
118,23.21,41.35,6.12,CLOSED,user_5,NORMAL,2026-01-04T08:36:14.933693
355,26.71,74.7,18.06,OPEN,user_4,NORMAL,2026-01-04T08:36:20.012092
121,28.93,42.49,11.93,OPEN,user_9,NORMAL,2026-01-04T08:36:25.519413
320,15.57,34.62,14.29,OPEN,user_15,NORMAL,2026-01-04T08:36:30.701251
242,21.76,46.79,18.87,CLOSED,user_12,NORMAL,2026-01-04T08:36:36.362775
185,24.32,36.97,8.25,OPEN,user_15,NORMAL,2026-01-04T08:36:41.367925
35,19.72,51.51,24.47,CLOSED,user_9,NORMAL,2026-01-04T08:36:46.372792
122,16.5,77.14,15.85,OPEN,user_10,NORMAL,2026-01-04T08:36:51.375724
211,16.85,63.92,23.39,CLOSED,user_6,NORMAL,2026-01-04T08:36:56.379546
309,27.1,31.72,19.77,CLOSED,user_9,NORMAL,2026-01-04T08:37:01.384357
157,17.89,48.1,21.65,CLOSED,user_13,NORMAL,2026-01-04T08:37:06.394598
175,20.77,51.38,23.98,OPEN,user_8,NORMAL,2026-01-04T08:37:11.400183
189,19.93,62.65,20.95,OPEN,user_1,NORMAL,2026-01-04T08:37:16.403280
243,25.44,35.56,19.72,CLOSED,user_4,NORMAL,2026-01-04T08:37:21.414901
214,21.06,72.77,11.42,OPEN,user_8,NORMAL,2026-01-04T08:37:26.419445
4,15.21,33.5,20.26,OPEN,user_12,NORMAL,2026-01-04T08:37:31.424785
190,20.14,58.62,17.4,CLOSED,user_11,NORMAL,2026-01-04T08:37:36.491413
448,18.19,63.5,16.55,OPEN,user_10,NORMAL,2026-01-04T08:37:41.595955
397,22.69,62.75,13.24,CLOSED,user_15,NORMAL,2026-01-04T08:37:46.613478
173,29.39,32.55,11.03,OPEN,user_1,NORMAL,2026-01-04T08:37:51.634155
497,19.85,76.92,23.66,OPEN,user_2,NORMAL,2026-01-04T08:37:56.652272
324,17.68,73.44,6.47,CLOSED,user_11,NORMAL,2026-01-04T08:38:01.661108
93,28.14,32.74,24.56,OPEN,user_5,NORMAL,2026-01-04T08:38:06.729334
77,24.5,68.47,12.44,CLOSED,user_8,NORMAL,2026-01-04T08:38:12.147522
367,22.52,59.68,15.51,CLOSED,user_6,NORMAL,2026-01-04T08:38:17.178192
230,29.56,76.64,19.65,OPEN,user_6,NORMAL,2026-01-04T08:38:22.258895
5,23.93,58.85,12.16,OPEN,user_5,NORMAL,2026-01-04T08:38:27.416910
119,18.62,37.65,22.07,OPEN,user_13,NORMAL,2026-01-04T08:38:33.619017
191,16.06,71.81,22.09,CLOSED,user_4,NORMAL,2026-01-04T08:38:41.472299
10,17.5,76.85,22.95,CLOSED,user_13,NORMAL,2026-01-04T08:38:46.970929
7,27.51,31.78,10.26,OPEN,user_9,NORMAL,2026-01-04T08:38:52.382342
50,21.39,47.27,9.26,OPEN,user_5,NORMAL,2026-01-04T08:38:57.848604
381,27.81,32.33,23.56,OPEN,user_10,NORMAL,2026-01-04T08:39:03.324498
139,27.21,32.65,8.82,OPEN,user_9,NORMAL,2026-01-04T08:39:08.683167
94,28.55,30.62,8.58,CLOSED,user_3,NORMAL,2026-01-04T08:39:13.686647
61,23.89,78.36,18.29,CLOSED,user_11,CYBER_ATTACK,2026-01-04T08:39:18.697168
367,23.23,46.34,23.83,CLOSED,user_13,NORMAL,2026-01-04T08:39:23.703022
346,28.91,30.06,8.48,CLOSED,user_5,NORMAL,2026-01-04T08:39:28.712963
114,18.99,32.26,24.26,CLOSED,user_8,NORMAL,2026-01-04T08:39:33.796745
440,20.93,44.42,15.94,CLOSED,user_4,CYBER_ATTACK,2026-01-04T08:39:38.823779
